"","logFC","AveExpr","t","P.Value","adj.P.Val","B","geneid"
"CG18537",0.118090163121627,0.037155344705732,0.797899325830824,0.438133115517679,0.579539990922283,-6.03188779449693,"CG18537"
"Oatp74D",-0.0656628414544591,4.46607691881019,-0.797829368072511,0.438172408947581,0.579539990922283,-7.03314700274467,"Oatp74D"
"su(Hw)",-0.0517037447108862,4.92381746739723,-0.797795280010199,0.438191556128442,0.579539990922283,-7.07667558073583,"su(Hw)"
"CG5004",-0.0388761057444088,4.99288657744518,-0.797612079689615,0.438294468437234,0.5796257982457,-7.08469972258913,"CG5004"
"diver{}1372",0.81972300099605,1.68147026915736,0.809703451179037,0.438559486924085,0.579925950605038,-6.55548056858284,"diver{}1372"
"CG31360",-0.155029799071441,2.01860081162105,-0.798694449830077,0.438691620775526,0.580048142682081,-6.60149013948295,"CG31360"
"Muc4B",0.115557540513196,3.04642143589284,0.797475931379587,0.438728014481387,0.580048142682081,-6.79501639138792,"Muc4B"
"lncRNA:CR46535",0.212163718336999,-1.5540776595384,0.796673658217078,0.438821865894826,0.580121897661098,-5.6280825889692,"lncRNA:CR46535"
"resilin",-0.167895884901192,-0.130238194132827,-0.796537414039937,0.438898469393556,0.580172840103894,-6.00089826281158,"resilin"
"cv",-0.0668383275211183,4.25706810475196,-0.796426476645831,0.438960850407338,0.580204974866247,-7.00487047013284,"cv"
"Cnot4",-0.0367736628402927,7.33952919083472,-0.796175884993733,0.439101780954108,0.580308364447874,-7.13879857769616,"Cnot4"
"mab-21",-0.103462949705904,1.97419079158186,-0.796124642111034,0.439130603050845,0.580308364447874,-6.56077491391428,"mab-21"
"asRNA:CR45778",-0.107895664038369,1.58574463592535,-0.796025265556967,0.439186501870233,0.580308364447874,-6.45945591567269,"asRNA:CR45778"
"CG2617",-0.0775410108389677,1.98413330267447,-0.796016588459744,0.439191382909566,0.580308364447874,-6.57010791673559,"CG2617"
"Rpt4",-0.0363934984794881,5.94564174767705,-0.795924536147612,0.439243166288833,0.580326471975883,-7.14165743504275,"Rpt4"
"CG3223",-0.0467498115610825,4.78603111993405,-0.795821244382097,0.439301276972811,0.580352935251875,-7.06959578933647,"CG3223"
"Ptpmeg2",0.0405860087831307,6.83037082399912,0.795695691722305,0.439371917955594,0.580395946055582,-7.14914696708083,"Ptpmeg2"
"Phf5a",0.0603884740113431,2.08737871525477,0.795516066091632,0.439472995145681,0.580479151154461,-6.60341945795677,"Phf5a"
"p24-2",-0.340959845923599,2.39881527889009,-0.805884247438849,0.439589038445019,0.580582108146468,-6.64685382028497,"p24-2"
"CG10909",-0.0768682511300749,3.20300039455231,-0.795197409724379,0.439652342786013,0.580615398965237,-6.84754466374491,"CG10909"
"Muc12Ea",-0.213055653041451,-1.1637377576428,-0.794794389834841,0.439879239006354,0.580863231254807,-5.74178023123955,"Muc12Ea"
"BckdhB",0.0531250641837203,5.66054545427634,0.794645429949353,0.43996312081014,0.580863231254807,-7.13476977763261,"BckdhB"
"Mtr4",0.0424825432886319,4.58742278990167,0.794624862894413,0.439974703262527,0.580863231254807,-7.05003132485449,"Mtr4"
"org-1",0.078695026298484,2.66227078901851,0.794593326814077,0.439992463359941,0.580863231254807,-6.71635327473692,"org-1"
"Tusp",0.0655277167265423,3.78708834421883,0.794071548763457,0.440286378038499,0.581200900936052,-6.94671793303225,"Tusp"
"Crtp",-0.0569788063985017,6.85499557122028,-0.793758921994698,0.440462538775897,0.581383084266817,-7.15026134207128,"Crtp"
"DMAP1",0.0512444825084607,4.01904056223084,0.793684332580255,0.440504575471988,0.581388216003559,-6.97502981740746,"DMAP1"
"YME1L",-0.0474324418482607,7.64865865620421,-0.793504570821736,0.440605895107588,0.581471583082754,-7.13111100505083,"YME1L"
"Non2",-0.0452544652136188,5.74920567917484,-0.793345308378339,0.440695673033538,0.581539705345149,-7.13524163631771,"Non2"
"Doc{}417",0.392448004844019,-1.50854597285763,0.793867924820258,0.441070833284305,0.581899158896356,-5.66462766129303,"Doc{}417"
"Abcd3",-0.0442997193426923,7.8849482465365,-0.792666850946328,0.441078256954329,0.581899158896356,-7.12392762087832,"Abcd3"
"sas",-0.0616418618575632,5.25566642144761,-0.792659121132648,0.441082617032198,0.581899158896356,-7.10731620976875,"sas"
"CG5466",0.0730995337250007,3.64611230968147,0.792474260690749,0.441186897552405,0.581982143999109,-6.92379705067637,"CG5466"
"CG10352",-0.151219465336286,0.664087415129696,-0.792377573823721,0.441241445242226,0.581982143999109,-6.20969597026094,"CG10352"
"loqs",-0.0620927420900398,6.22305435467038,-0.792344538721869,0.441260083589876,0.581982143999109,-7.15130861514863,"loqs"
"COX8",0.140023194027894,8.61971550608732,0.79850055523723,0.441394243191843,0.582108711166813,-7.08175369515074,"COX8"
"Yip1d1",0.0564951871281223,5.71882944087091,0.792008286043794,0.441449825227244,0.5821316376623,-7.13564381705877,"Yip1d1"
"lncRNA:CR44874",-0.176668012394764,0.181241576307091,-0.791895041244898,0.441513738995061,0.582137904041056,-6.05781397729845,"lncRNA:CR44874"
"CG3663",-0.0876164062693017,3.26790253540798,-0.79186450667532,0.441530973281533,0.582137904041056,-6.86065356474015,"CG3663"
"asRNA:CR45467",0.189915249494918,-1.43069303909886,0.791666863652682,0.441642537060639,0.582234624983056,-5.68534241843994,"asRNA:CR45467"
"CG15124",0.065962217054104,4.99326043043096,0.791556265536873,0.441704974313885,0.582266569374933,-7.09623975421819,"CG15124"
"CG7849",-0.0553856580476037,2.92719073689861,-0.791452013654101,0.441763833985114,0.582293792590654,-6.78829007725699,"CG7849"
"CG31627",0.074157165448168,5.59430538706124,0.791033062951513,0.44200041998082,0.582555253870768,-7.13210733910229,"CG31627"
"stg",0.102337822371662,1.16673080240184,0.790726824914047,0.442173406784325,0.582732853631366,-6.36434475001561,"stg"
"lncRNA:CR46391",0.276011162560095,-1.89338936846452,0.790303291913164,0.442412721595841,0.582997827680122,-5.58027942252247,"lncRNA:CR46391"
"Mal-B2",0.0561361694214884,6.63923614189891,0.7895902877791,0.442815785919154,0.583478521304505,-7.15412948342535,"Mal-B2"
"Cisd2",0.0560572140380036,5.92195806462712,0.789473072453616,0.44288207053089,0.583493989675721,-7.14810451610182,"Cisd2"
"INE-1{}4314",0.217926323401801,-1.3342953757016,0.789434120121156,0.442904099249917,0.583493989675721,-5.67719358543875,"INE-1{}4314"
"RabX1",0.0480697433926721,4.94637889686081,0.789102779743082,0.443091510315807,0.583657823292639,-7.08773272481829,"RabX1"
"CG31826",-0.0553904068839608,4.26774882966038,-0.789078838990155,0.443105053510225,0.583657823292639,-7.0230706946087,"CG31826"
"CG45218",0.167285857644791,-1.07719623371226,0.788908245829363,0.443201565019644,0.583734495799791,-5.74861309273041,"CG45218"
"drongo",0.0567985911932978,7.48102655115246,0.78879197231232,0.443267353325505,0.58377069345668,-7.14155415628874,"drongo"
"Sac1",-0.0392007165717983,6.69502982072449,-0.788550461338392,0.443404021568952,0.583900223685373,-7.15579113556442,"Sac1"
"S{}8",0.8227234445933,-1.60186108826235,0.798138215361803,0.443882990813747,0.584480454467039,-5.80357785997128,"S{}8"
"CG13101",0.0633190341812111,3.35763574405264,0.787442417024239,0.444031393115095,0.584593470479336,-6.88315232056651,"CG13101"
"CG42371",-2.90614834383377,0.907290306478203,-0.799800691243465,0.444045538994015,0.584593470479336,-6.10164694064246,"CG42371"
"lncRNA:CR46023",-0.148974760879374,-0.0642116017683872,-0.786926247851084,0.444323838441643,0.584851508543051,-6.0218443883654,"lncRNA:CR46023"
"His3.3B",-0.0453482303996179,9.13202000960225,-0.786915854105612,0.444329728464975,0.584851508543051,-7.07690223531398,"His3.3B"
"CG32313",0.0752578634907004,4.62802482477548,0.786868317087527,0.444356667809711,0.584851508543051,-7.06571555692304,"CG32313"
"297{}1261",-0.349356926561203,-2.09643480972877,-0.786491891795472,0.444570025446173,0.585081795146777,-5.5295687758422,"297{}1261"
"roq",-0.0433591130635244,5.92295575694886,-0.786264276705124,0.444699068989849,0.585201088973776,-7.14857016283952,"roq"
"pHCl-1",-0.0557889598936011,5.87122608254674,-0.785884640705488,0.444914351612523,0.585433838592199,-7.14701930450097,"pHCl-1"
"Mink",0.0545324535859557,4.10754969062842,0.785546449606519,0.44510618731514,0.585565303492138,-6.99700185531342,"Mink"
"arm",0.0448805253975516,7.36106461730492,0.785487523800564,0.445139617771129,0.585565303492138,-7.14686081178548,"arm"
"Spn42Dc",0.0502196450023097,4.66309167368411,0.785440903553591,0.445166068022834,0.585565303492138,-7.07022633085125,"Spn42Dc"
"Ptpmeg",0.0509612143963057,6.63239176070818,0.785437580934842,0.445167953166661,0.585565303492138,-7.15880180589532,"Ptpmeg"
"CG32668",0.215145030001327,-1.25824592868534,0.785346400331939,0.445219687990496,0.585582812201188,-5.68580771024363,"CG32668"
"CG15247",0.0705965107753081,4.51330171490157,0.785129240232412,0.445342917436065,0.585694344298036,-7.04555153840827,"CG15247"
"Atg8a",0.0489358744517979,8.91823254088035,0.784813014969975,0.445522400850424,0.585879833373066,-7.08926881299512,"Atg8a"
"CG15394",0.0836136930618577,4.25103117056045,0.784611716441666,0.445636677857479,0.585979548796202,-7.02902450656753,"CG15394"
"Arl1",0.0446676887296196,5.27751645682901,0.784462471139568,0.445721416247699,0.58600854455937,-7.11670476877423,"Arl1"
"Opa1",-0.0403726884334634,6.08899771662854,-0.784437433486074,0.445735633105789,0.58600854455937,-7.15453520087128,"Opa1"
"CG6244",0.301326078028634,-1.2326044060474,0.783978037967002,0.446036265586303,0.586353203444773,-5.79646808173452,"CG6244"
"CG42570",-0.0601640381067555,5.70007819850106,-0.783813415958206,0.446090054731594,0.586373333975289,-7.14465801124306,"CG42570"
"lncRNA:CR44834",-0.10322017808646,2.43500148838888,-0.783690731433376,0.446159756475794,0.586414375911264,-6.68507375144902,"lncRNA:CR44834"
"CG32448",0.0861470975009819,2.88070275627816,0.783531491827194,0.446250236808162,0.586482718951052,-6.78938978853027,"CG32448"
"asRNA:CR46082",0.11110743891545,1.12444103787793,0.783395586788514,0.446327467545758,0.58653363847524,-6.34890127117776,"asRNA:CR46082"
"Gss2",-1.68817226648607,3.56676545425448,-0.794816416378553,0.446797926762208,0.587101259170206,-6.91862851030685,"Gss2"
"CG6073",0.0950076236306394,1.99149885095378,0.782316163935496,0.44694117065926,0.587238851698174,-6.58714907860639,"CG6073"
"CG18749",-1.89089552451907,0.875914530588257,-0.794038031694863,0.447228785744164,0.587516186079945,-6.33547091933678,"CG18749"
"mRpL37",-0.0573282400862138,3.49336757069156,-0.781809619375255,0.447229348734478,0.587516186079945,-6.89765669139629,"mRpL37"
"CG33172",-0.107122093181682,0.230505257356533,-0.781586814324259,0.447356141773055,0.587632097967709,-6.08657883957764,"CG33172"
"CG9257",-0.0650583481819384,3.59622559483942,-0.781111918501501,0.447626469290682,0.587936515727828,-6.92182560569745,"CG9257"
"CG8065",-0.0578389880314641,5.99077377243622,-0.780360253630223,0.448054553973761,0.588399538649398,-7.15639681712948,"CG8065"
"Egm",-0.0653978155806114,3.90201316950123,-0.780357346079524,0.448056210369177,0.588399538649398,-6.97730874897141,"Egm"
"lncRNA:CR44345",0.160564966065853,1.55347037827908,0.781057075978925,0.44827422858553,0.588635123526063,-6.50145685901041,"lncRNA:CR44345"
"mRpS34",0.0695328490729476,3.2418357271049,0.779892196261364,0.448321250101745,0.588646149009269,-6.86730726045499,"mRpS34"
"alpha4GT1",0.0711889796913262,3.91540188401356,0.779666098990816,0.448450114702753,0.588753364820234,-6.97740385433514,"alpha4GT1"
"CG42810",-0.0717365353742177,3.23460493000332,-0.779613369383498,0.448480171404075,0.588753364820234,-6.86235252328986,"CG42810"
"CG30082",0.236254143751464,-1.26809631317365,0.779521124797511,0.448532755312166,0.58877157019298,-5.70204547764524,"CG30082"
"Blos3",0.0590154559937918,2.88311563297722,0.779453502340035,0.448571305873405,0.58877157019298,-6.78501089271475,"Blos3"
"lncRNA:CR43763",0.112933049884059,1.90576538885267,0.778984664380638,0.448838640815832,0.589071726320468,-6.57286790942259,"lncRNA:CR43763"
"ABCB7",0.0363583059438724,5.75224494153314,0.778726536387253,0.448985870142133,0.589214213464748,-7.14912713904076,"ABCB7"
"CG46435",1.86095504437548,1.34345532848193,0.790454164369385,0.449216127904756,0.589465626766702,-6.47270735180839,"CG46435"
"CG17219",-0.129783458827579,0.661689144734856,-0.77792854988214,0.449441212540812,0.589710209136632,-6.23121047603321,"CG17219"
"Vha16-5",0.117344282263811,1.84221750347989,0.777760198058668,0.44953731356493,0.589785525028369,-6.57248338298984,"Vha16-5"
"mdg3{}1351",-1.41355045259226,-3.85800489797073,-0.786184316395144,0.44973273089105,0.589916929188431,-5.17753411964469,"mdg3{}1351"
"mts",0.0469387282850067,8.10943934982314,0.77737600562889,0.449756672236794,0.589916929188431,-7.1283237481269,"mts"
"CG14852",-0.220484655490628,-0.9581592294357,-0.777339052470797,0.449777774574734,0.589916929188431,-5.76834113181464,"CG14852"
"CG33474",-0.161221574832296,-0.480866058511238,-0.777313609556044,0.449792304276218,0.589916929188431,-5.90150165596192,"CG33474"
"Pde6",-0.0548395425709625,5.52169841124391,-0.777230096712128,0.449839998082848,0.589928712742673,-7.14031131119623,"Pde6"
"CG13390",-0.0620682443171174,2.26124996881634,-0.776634192813097,0.450180408364708,0.590274255884559,-6.64146756258028,"CG13390"
"CG32267",0.146330344013698,4.63810996981064,0.783109766803507,0.450247011313462,0.590274255884559,-7.07181634585452,"CG32267"
"Jhbp11",0.0762426919375863,3.2479732830781,0.776513105007758,0.450249599593341,0.590274255884559,-6.86722379309046,"Jhbp11"
"Best4",-0.0670784378035658,2.57593083213564,-0.776497680773689,0.450258413691469,0.590274255884559,-6.72377944566801,"Best4"
"Tgs1",-2.51547392948297,-2.04445153445888,-0.788167951993099,0.450441874079461,0.590417555666595,-5.51413279936643,"Tgs1"
"CG4669",0.0485943499841314,7.69071979929451,0.776170850369427,0.450445204707054,0.590417555666595,-7.14217589043683,"CG4669"
"sno",-0.0424300195606483,6.54207021015197,-0.775783777681898,0.450666488510841,0.590648928712882,-7.16641037051097,"sno"
"RpS25",0.0841689855665528,8.77660028137687,0.776321851816612,0.450699238320348,0.590648928712882,-7.0991616095466,"RpS25"
"ND-B15",0.0704015480187449,7.43980995979203,0.775287059147476,0.450950555237515,0.590897348743755,-7.1503860951279,"ND-B15"
"PK2-R1",0.148638650030316,-0.372568994296534,0.77525945892762,0.450966342732192,0.590897348743755,-5.93231833699585,"PK2-R1"
"ECSIT",0.0639781713464275,2.43744230389863,0.774686563489529,0.451294120768876,0.591275997293473,-6.69183377922113,"ECSIT"
"stil",-0.0668310631655204,3.13075710261584,-0.774189131979181,0.451578843880895,0.591588023209508,-6.84717342193884,"stil"
"Vinc",0.0501832421741711,6.04308740459299,0.774125211580398,0.451615439226765,0.591588023209508,-7.16157799197731,"Vinc"
"CG7910",0.0426171008976586,8.01003085834662,0.774067065483207,0.451648730317758,0.591588023209508,-7.13196270326039,"CG7910"
"CG2915",-0.0419039359887916,5.40774153425837,-0.773867693656658,0.451762890776875,0.591646156307421,-7.13578217420921,"CG2915"
"CG46315",-0.21642289716786,5.95945632388337,-0.784243110956779,0.451770755967812,0.591646156307421,-7.14280404883049,"CG46315"
"mdg1{}1280",-0.266524331695042,-1.52584401607262,-0.773389161396257,0.45203697254608,0.591911190858226,-5.69660528740031,"mdg1{}1280"
"Sec23",0.03700023079765,6.83038136415785,0.773365006071743,0.452050810393628,0.591911190858226,-7.16702129054839,"Sec23"
"MED9",-4.31285424538287,0.0504017066316985,-0.784828127543188,0.452347708948996,0.592212801679545,-5.67998522175913,"MED9"
"F{}RR48329",-0.363437816761498,-0.93690251940142,-0.77450909133431,0.452363273989244,0.592212801679545,-5.77284429956308,"F{}RR48329"
"roo{}1653",0.283119840272869,-1.47410465470835,0.772759571508429,0.452397732096671,0.592212801679545,-5.7135986073749,"roo{}1653"
"ddbt",0.0555681279475689,4.00153702299909,0.77262027938063,0.452477571859259,0.592266442938685,-6.99711171369764,"ddbt"
"abo",0.0540456438995269,3.15478275928687,0.772295318401407,0.452663868015576,0.592459408155048,-6.8461858286259,"abo"
"CG6325",0.0404040329155696,4.56658663762158,0.771634298790445,0.45304297072386,0.59290466928567,-7.06654406201233,"CG6325"
"ms(2)35Ci",-0.0578309376977035,5.1308536171349,-0.771423303229846,0.453164021063018,0.593012165636304,-7.11726167463626,"ms(2)35Ci"
"CG32243",0.0559014643525456,3.14123527809726,0.771325769847459,0.453219983817707,0.59303447697964,-6.84941558776945,"CG32243"
"CG8564",-0.0473776640668387,7.57381486811333,-0.771081643061913,0.4533600779764,0.593166860264451,-7.14979006435033,"CG8564"
"CG4836",0.047185178046149,11.3434578675849,0.770949230982483,0.453436075070409,0.593215364758608,-6.98581228858153,"CG4836"
"lncRNA:CR44745",0.124034290540587,0.708608497299994,0.770712150048553,0.453572166121373,0.593307536950254,-6.2464189082452,"lncRNA:CR44745"
"CG8420",0.052386551245835,6.10944801495922,0.770690856228264,0.453584390617284,0.593307536950254,-7.1658545094366,"CG8420"
"CG17197",1.70164905971102,0.0859845947002599,0.782522976751093,0.45363496969879,0.59332277190264,-6.45488746127211,"CG17197"
"lncRNA:CR45231",0.109315765595247,2.80147724488798,0.769554795123682,0.454277754691097,0.594029836836771,-6.77069761078251,"lncRNA:CR45231"
"CG15390",0.0954318151354316,1.07247544040057,0.769468164501545,0.454286667203792,0.594029836836771,-6.34362471545922,"CG15390"
"lncRNA:CR44544",-0.189232746172319,0.156228711318478,-0.769458008801338,0.454292503171428,0.594029836836771,-6.05851055597886,"lncRNA:CR44544"
"CG33140",0.0538542839270434,4.81014649386836,0.769085538611186,0.454506575344735,0.594246104866962,-7.09717963829817,"CG33140"
"CG12182",0.0763403983598431,1.9108501419031,0.769034555357578,0.45453588218072,0.594246104866962,-6.57558791548071,"CG12182"
"lncRNA:CR44924",-0.176887419994167,-0.835475744436087,-0.768888479132825,0.454619858095324,0.594304909707732,-5.85937012091057,"lncRNA:CR44924"
